target,label,koi_name,fpflag_nt,fpflag_ss,fpflag_co,fpflag_ec,koi_period,koi_depth,koi_snr
KIC 5119619,FALSE POSITIVE,K04789.01,0,0,1,0,1.11205787,118.7,16.1
KIC 9582496,FALSE POSITIVE,K04858.01,1,0,0,0,224.447413,651,7.9
KIC 7094944,CANDIDATE,K04859.01,0,0,0,0,7.5019743,248,9.1
KIC 3343281,FALSE POSITIVE,K04860.01,0,0,1,0,21.8660922,301.6,9.2
KIC 2573108,FALSE POSITIVE,K03217.01,1,0,0,0,5.09506,23.6,7.6
KIC 6425597,CANDIDATE,K04861.01,0,0,0,0,29.1206519,415.5,9.7
KIC 9885417,CONFIRMED,K03246.01,0,0,0,0,0.689967868,122.9,28.7
KIC 3336476,FALSE POSITIVE,K03247.01,0,0,0,1,1.89132292,16,14.8
KIC 10917433,CANDIDATE,K03248.01,0,0,0,0,6.91261536,34.4,12.0
KIC 5091479,CANDIDATE,K07715.01,0,0,0,0,25.8616058,123,8.5
KIC 9083564,FALSE POSITIVE,K03249.01,0,1,0,1,0.918420801,56.7,40.3
KIC 7335713,FALSE POSITIVE,K03250.01,1,0,1,0,0.573709256,131.2,37.5
KIC 8331612,CONFIRMED,K03318.01,0,0,0,0,13.8353959,818,10.3
KIC 5185765,FALSE POSITIVE,K07720.01,1,0,1,0,46.9434911,100.7,6.6
KIC 5965819,CONFIRMED,K03319.01,0,0,0,0,19.5906103,297,24.9
KIC 8328916,CANDIDATE,K04790.01,0,0,0,0,6.07855,102.7,10.4
KIC 11294883,FALSE POSITIVE,K04791.01,1,0,0,0,427.65334,157.1,7.2
KIC 10155029,CANDIDATE,K03208.01,0,0,0,0,2.131660527,32.2,15.7
KIC 11618569,CANDIDATE,K04792.01,0,0,0,0,5.75902182,70.8,9.9
KIC 11973517,CANDIDATE,K04862.01,0,0,0,0,0.903763067,267.5,12.6
KIC 5471566,FALSE POSITIVE,K04863.01,0,0,1,1,0.9628348,92.8,7.6
KIC 7345248,CANDIDATE,K04864.01,0,0,0,0,5.66494448,46,11.4
KIC 5814013,FALSE POSITIVE,K04865.01,0,0,1,0,1.57017249,158.4,10.2
KIC 7117355,FALSE POSITIVE,K04866.01,1,0,1,1,0.566798364,38.6,14.1
KIC 5653072,FALSE POSITIVE,K03252.01,0,0,1,0,3.22452656,57.5,24.3
KIC 2707985,FALSE POSITIVE,K03253.01,0,0,1,1,1.89127438,32.3,24.6
KIC 9899141,FALSE POSITIVE,K03254.01,0,0,1,1,1.33256944,20.6,18.8
KIC 8183288,CONFIRMED,K03255.01,0,0,0,0,66.6504521,536.9,27.1
KIC 11305996,FALSE POSITIVE,K03256.01,0,1,1,0,55.7002642,332.7,10.8
KIC 6690171,CANDIDATE,K03320.01,0,0,0,0,85.0624157,41901,495.3
KIC 6859801,FALSE POSITIVE,K03321.01,0,1,1,1,10.882416555,16629.5,265.2
KIC 7767733,FALSE POSITIVE,K03322.01,0,1,0,0,25.19830439,73834.2,1669.4
KIC 5193659,CANDIDATE,K03323.01,0,0,0,0,14.3196417,215.5,12.5
KIC 5201593,FALSE POSITIVE,K07721.01,1,0,1,1,0.50727675,214.7,33.5
KIC 6220312,CANDIDATE,K04793.01,0,0,0,0,5.2736268,86.1,8.7
KIC 6358937,CANDIDATE,K04794.01,0,0,0,0,24.5041103,119.5,11.3
KIC 9007609,FALSE POSITIVE,K04795.01,0,0,1,0,1.316398648,182.5,13.1
KIC 11038580,FALSE POSITIVE,K04796.01,1,0,0,0,419.4596,131.8,8.4
KIC 7771181,CANDIDATE,K04797.01,0,0,0,0,9.97202023,329.7,8.6
KIC 9509223,FALSE POSITIVE,K04867.01,1,0,0,1,14.2005007,80.6,10.6
KIC 6720773,FALSE POSITIVE,K04868.01,0,0,1,0,1.318347743,113.2,10.6
KIC 8056651,FALSE POSITIVE,K04869.01,0,0,1,0,5.5834987,87.4,11.8
KIC 4665991,FALSE POSITIVE,K04870.01,0,0,1,1,1.12401084,43.6,10.0
KIC 10191036,FALSE POSITIVE,K03218.01,0,0,1,1,1.21374652,28.9,17.4
KIC 10420301,FALSE POSITIVE,K03257.01,1,0,1,1,45.4333769,905.8,18.1
KIC 4366323,CANDIDATE,K03258.01,0,0,0,0,40.3511707,533.5,11.3
KIC 2853029,CANDIDATE,K03259.01,0,0,0,0,72.9332762,770.4,11.3
KIC 12156174,CONFIRMED,K03260.01,0,0,0,0,56.6746666,883.1,22.7
KIC 4634135,FALSE POSITIVE,K03328.01,0,1,0,0,63.9005941,17097,110.8
KIC 6955671,CANDIDATE,K03329.01,0,0,0,0,12.6878176,293,13.5
KIC 5097856,CANDIDATE,K07716.01,0,0,0,0,483.36405,285.4,8.3
KIC 4736644,CONFIRMED,K03330.01,0,0,0,0,16.2951259,197.9,13.0
KIC 5876805,FALSE POSITIVE,K03331.01,0,1,0,0,18.173045009,69911.3,1820.5
KIC 5818068,FALSE POSITIVE,K03332.01,0,1,1,0,14.12678065,7647.4,127.1
KIC 10139390,FALSE POSITIVE,K04798.01,1,0,0,0,358.56462,170.2,9.6
KIC 8278073,CANDIDATE,K04799.01,0,0,0,0,12.0729757,99.5,9.7
KIC 5273713,FALSE POSITIVE,K07722.01,0,0,1,0,1.337561836,41,9.5
KIC 3526331,FALSE POSITIVE,K04800.01,1,0,1,0,2.23755641,101.1,7.3
KIC 10810859,CANDIDATE,K04801.01,0,0,0,0,82.401274,430.7,10.1
KIC 6767227,CANDIDATE,K04871.01,0,0,0,0,4.08197713,26.2,9.3
KIC 11496490,FALSE POSITIVE,K04872.01,1,0,1,0,1.035268597,112.2,15.1
KIC 1430305,FALSE POSITIVE,K04873.01,1,0,0,0,359.3259,246.2,13.5
KIC 7117549,FALSE POSITIVE,K04874.01,1,0,0,1,0.566805268,35.7,12.5
KIC 2986833,CANDIDATE,K04875.01,0,0,0,0,0.912179022,144.6,10.3
KIC 12055539,CONFIRMED,K03261.01,0,0,0,0,12.27057043,295.5,18.7
KIC 12056139,CONFIRMED,K03262.01,0,0,0,0,13.2274753,229.8,16.4
KIC 11853130,CANDIDATE,K03263.01,0,0,0,0,76.87935893,21272,131.0
KIC 4774646,FALSE POSITIVE,K07707.01,0,1,1,0,0.559517155,57.9,12.7
KIC 9345933,CANDIDATE,K03264.01,0,0,0,0,13.0151826,331.6,11.9
KIC 10030778,FALSE POSITIVE,K03265.01,0,1,1,0,29.47316279,12568.5,179.3
KIC 7870282,FALSE POSITIVE,K04732.01,0,1,1,1,0.580725004,105.2,18.0
KIC 11153259,FALSE POSITIVE,K03200.01,1,0,0,0,1.94468659,455.5,17.1
KIC 9021075,CONFIRMED,K04733.01,0,0,0,0,7.28116667,333.8,11.5
KIC 5783938,FALSE POSITIVE,K04734.01,1,0,0,0,383.10017,579.4,10.0
KIC 11338056,CANDIDATE,K04735.01,0,0,0,0,2.87998334,116.5,9.9
KIC 3445812,FALSE POSITIVE,K04802.01,1,0,1,0,0.605556082,101.7,15.3
KIC 4473613,CONFIRMED,K04803.01,0,0,0,0,4.36125889,189.2,10.7
KIC 10676750,CANDIDATE,K04804.01,0,0,0,0,21.08678557,499.6,11.0
KIC 8960918,FALSE POSITIVE,K04805.01,0,0,1,0,1.19087362,67.5,8.0
KIC 4647662,FALSE POSITIVE,K04806.01,0,0,1,1,1.06484622,42.4,12.5
KIC 9822284,FALSE POSITIVE,K04807.01,0,1,0,0,0.969824139,23.1,6.8
KIC 8940700,FALSE POSITIVE,K04876.01,1,0,0,0,190.60563,153.6,11.6
KIC 9581589,CANDIDATE,K04877.01,0,0,0,0,5.19206571,66.6,10.5
KIC 11804437,CANDIDATE,K04878.01,0,0,0,0,449.01499,94.2,8.5
KIC 9850966,FALSE POSITIVE,K04879.01,0,0,1,1,8.480305,304.2,11.5
KIC 8747009,FALSE POSITIVE,K04880.01,0,0,1,0,410.11676,216.9,11.2
KIC 8826007,CONFIRMED,K03266.01,0,0,0,0,54.5091549,622.2,17.0
KIC 8620402,CONFIRMED,K03267.01,0,0,0,0,14.1959621,196.2,14.1
KIC 8379021,FALSE POSITIVE,K03268.01,0,1,0,0,11.52482874,577.6,16.2
KIC 8104030,FALSE POSITIVE,K03269.01,0,1,0,0,46.84008579,6287.9,147.9
KIC 4813793,CANDIDATE,K07708.01,0,0,0,0,6.70242786,65.3,8.8
KIC 5282477,FALSE POSITIVE,K04736.01,1,0,1,1,0.992798625,582.5,79.1
KIC 7266212,CANDIDATE,K04737.01,0,0,0,0,7.79534033,102.1,10.2
KIC 6681546,FALSE POSITIVE,K04738.01,1,0,0,0,186.72243,326.4,11.5
KIC 6421137,FALSE POSITIVE,K04739.01,1,0,0,0,118.4039,426,4.4
KIC 9893278,FALSE POSITIVE,K04740.01,1,0,0,0,182.281992,509.3,8.7
KIC 9419020,CANDIDATE,K04808.01,0,0,0,0,2.40174996,254.4,13.2
KIC 4548162,FALSE POSITIVE,K04809.01,1,0,0,0,10.0102876,127.1,7.0
KIC 4270799,CANDIDATE,K04810.01,0,0,0,0,115.238544,516.7,10.6
KIC 8811490,CANDIDATE,K04811.01,0,0,0,0,21.7434141,154.8,15.8
KIC 7293937,FALSE POSITIVE,K03211.01,0,0,1,1,1.366964704,59.7,3.3
KIC 8043721,FALSE POSITIVE,K04812.01,1,0,0,0,0.77957913,70.4,11.1
KIC 7985733,FALSE POSITIVE,K03219.01,0,1,1,0,0.544561598,35.2,31.1
KIC 8094120,FALSE POSITIVE,K04881.02,0,0,0,1,0.706423768,46.1,15.9
KIC 6522824,FALSE POSITIVE,K04882.01,0,0,1,1,17.4453133,327.7,12.2
KIC 6802536,FALSE POSITIVE,K04883.01,0,1,0,0,2.9788702,,
KIC 4750341,FALSE POSITIVE,K04884.01,0,0,1,0,1.97515457,66.1,9.2
KIC 9935642,CANDIDATE,K04885.01,0,0,0,0,9.33955596,245.1,10.1
KIC 6612327,FALSE POSITIVE,K03270.01,0,1,1,0,21.993112,1015.7,37.3
KIC 7285757,CONFIRMED,K03271.01,0,0,0,0,19.5489666,523.8,12.6
KIC 5211922,FALSE POSITIVE,K03273.01,0,0,1,0,27.6853358,1660.7,49.3
KIC 5280587,CONFIRMED,K03274.01,0,0,0,0,35.6225528,651.1,9.6
KIC 8129005,FALSE POSITIVE,K04741.01,0,0,1,1,7.1403113,112.1,11.8
KIC 4840156,FALSE POSITIVE,K07709.01,0,0,1,0,2.69487041,62.1,10.3
KIC 4138008,CONFIRMED,K04742.01,0,0,0,0,112.303136,502.1,13.1
KIC 4262040,CANDIDATE,K03202.01,0,0,0,0,92.461135,122.4,20.7
KIC 6468904,FALSE POSITIVE,K04743.01,0,1,0,0,49.5387264,740.6,10.3
KIC 5709906,FALSE POSITIVE,K04744.01,0,0,1,0,3.39155966,28.4,8.2
KIC 4840672,CANDIDATE,K04813.01,0,0,0,0,9.2294726,199.3,7.5
KIC 9777556,FALSE POSITIVE,K04814.01,0,0,0,1,1.33254897,591.7,16.2
KIC 7287677,CANDIDATE,K04815.01,0,0,0,0,18.3721835,152.5,9.5
KIC 10753922,FALSE POSITIVE,K04816.01,0,0,1,0,18.2260472,361.1,10.0
KIC 5980061,FALSE POSITIVE,K04817.01,1,0,1,0,0.630539713,239.6,27.7
KIC 7692248,CANDIDATE,K04886.01,0,0,0,0,17.99562529,1068,12.1
KIC 4059887,FALSE POSITIVE,K04887.01,0,0,1,1,1.018347376,47.8,33.3
KIC 8288741,FALSE POSITIVE,K04888.01,1,0,0,0,0.659299289,1118.5,108.6
KIC 6852354,FALSE POSITIVE,K04889.01,1,0,0,0,101.97435125,,
KIC 6691169,CANDIDATE,K04890.01,0,0,0,0,63.095068,496.8,11.4
KIC 5303346,FALSE POSITIVE,K03275.01,0,1,1,0,37.32483952,4989.2,155.6
KIC 3858879,FALSE POSITIVE,K03276.01,0,1,1,1,25.951984,2340.2,131.4
KIC 3120904,CONFIRMED,K03277.01,0,0,0,0,42.9136635,160.6,18.2
KIC 3342467,FALSE POSITIVE,K03278.01,0,1,0,0,88.1804682,1138.6,17.5
KIC 11757451,CONFIRMED,K04745.01,0,0,0,0,177.668663,901.4,12.7
KIC 2711597,FALSE POSITIVE,K04746.01,0,1,0,0,0.98041685,105.7,8.8
KIC 8047428,CONFIRMED,K04747.01,0,0,0,0,92.263742,296.9,12.2
KIC 11513486,CONFIRMED,K04748.01,0,0,0,0,6.64754478,289.3,12.4
KIC 4851283,FALSE POSITIVE,K07710.01,0,0,1,1,1.23517588,232.9,19.3
KIC 6520519,CANDIDATE,K04749.01,0,0,0,0,1.97650073,112.5,10.4
KIC 9459162,CANDIDATE,K04818.01,0,0,0,0,3.79892774,47,8.3
KIC 5024138,FALSE POSITIVE,K04819.01,1,0,1,0,0.416995408,112.6,19.9
KIC 9969287,CANDIDATE,K04820.01,0,0,0,0,14.7401061,238,10.3
KIC 9086001,FALSE POSITIVE,K04821.01,1,0,0,0,256.52387,126.1,7.5
KIC 4927734,FALSE POSITIVE,K03212.01,1,0,0,0,3.0001191,7.7,7.3
KIC 11189311,CONFIRMED,K03220.01,0,0,0,0,81.4160138,762.3,54.3
KIC 10747501,CANDIDATE,K04891.01,0,0,0,0,4.7309013,228.5,11.6
KIC 10586744,CANDIDATE,K04892.01,0,0,0,0,21.3761817,104,12.1
KIC 11970050,CANDIDATE,K04893.01,0,0,0,0,6.58753699,232.1,8.2
KIC 10031918,FALSE POSITIVE,K04894.01,0,0,0,1,8.5900471,137,9.6
KIC 5276332,FALSE POSITIVE,K07723.01,1,0,0,0,357.82544,152.5,11.1
KIC 3544640,CONFIRMED,K03279.01,0,0,0,0,30.8278245,641.3,13.9
KIC 10653179,CONFIRMED,K03280.01,0,0,0,0,47.1607932,723.2,13.6
KIC 12066569,CONFIRMED,K03282.01,0,0,0,0,49.2768448,1132.9,17.8
KIC 6497146,CONFIRMED,K03284.01,0,0,0,0,35.2330694,352.8,14.5
KIC 8625813,FALSE POSITIVE,K03285.01,0,0,1,1,45.3965379,1001.6,15.3
KIC 4651399,FALSE POSITIVE,K07698.01,1,0,0,0,508.807642,2127,14.8
KIC 5308296,CANDIDATE,K04750.01,0,0,0,0,36.721576,538.2,10.2
KIC 9953575,FALSE POSITIVE,K04751.01,1,0,0,0,362.69427,439.9,11.0
KIC 7887890,FALSE POSITIVE,K04752.01,1,0,1,0,370.35639,732.2,13.0
KIC 3122872,CANDIDATE,K03203.01,0,0,0,0,96.81647,164.7,25.9
KIC 4544628,FALSE POSITIVE,K04753.01,0,0,1,0,0.729724346,23,14.3
KIC 9702945,CANDIDATE,K04822.01,0,0,0,0,3.51413723,32.7,11.2
KIC 11401253,CANDIDATE,K04823.01,0,0,0,0,4.96504981,50.7,8.7
KIC 7052511,FALSE POSITIVE,K04824.01,0,0,1,0,0.821472455,127.1,11.3
KIC 4764774,FALSE POSITIVE,K04825.01,0,0,1,0,1.29019586,86.5,11.1
KIC 10549902,CANDIDATE,K04826.01,0,0,0,0,1.141148847,73.1,12.7
KIC 12416597,CANDIDATE,K04895.01,0,0,0,0,12.460565,143.9,10.2
KIC 9910828,FALSE POSITIVE,K04897.01,0,0,1,1,8.48032079,170.7,14.7
KIC 10065053,CANDIDATE,K04898.01,0,0,0,0,409.87844,647.1,8.7
KIC 11867608,FALSE POSITIVE,K04899.01,1,0,0,0,227.6258,131,8.8
KIC 8016691,CONFIRMED,K03286.01,0,0,0,0,18.1373788,310.8,11.3
KIC 6584273,CONFIRMED,K03287.01,0,0,0,0,51.1104797,330,21.9
KIC 5768816,CONFIRMED,K03288.01,0,0,0,0,47.9869119,859.3,25.7
KIC 5360974,FALSE POSITIVE,K03289.01,0,1,1,0,29.8042694,1046.5,17.9
KIC 10291589,CANDIDATE,K04754.01,0,0,0,0,7.08757462,187,11.0
KIC 10118266,CANDIDATE,K04755.01,0,0,0,0,3.74318005,237.5,10.5
KIC 5695615,CANDIDATE,K04756.01,0,0,0,0,5.4169303,109.5,11.3
KIC 4670267,FALSE POSITIVE,K07699.01,0,1,0,0,1.003049079,219273,1766.7
KIC 7435780,FALSE POSITIVE,K04757.01,1,0,1,1,0.933157032,87.8,15.2
KIC 8938937,FALSE POSITIVE,K04758.01,1,0,0,0,37.1083458,366.5,7.9
KIC 5651846,CANDIDATE,K04827.01,0,0,0,0,31.1920226,447.8,11.6
KIC 10556180,FALSE POSITIVE,K04828.01,1,0,0,0,1.02104719,246.1,18.5
KIC 12401132,FALSE POSITIVE,K04829.02,1,0,0,0,12.083457,312.5,8.6
KIC 8308070,FALSE POSITIVE,K04830.01,1,0,0,0,401.5907,115,11.9
KIC 6424561,CANDIDATE,K04900.01,0,0,0,0,6.6716723,154.4,10.3
KIC 6956136,FALSE POSITIVE,K03221.01,1,0,0,0,53.912783631,216.7,56.4
KIC 10661917,FALSE POSITIVE,K04901.01,0,1,1,1,1.23142395,19.6,10.8
KIC 10000162,CANDIDATE,K04902.01,0,0,0,0,409.38645,531.5,10.3
KIC 7799701,FALSE POSITIVE,K04903.01,0,1,1,0,386.828262,1024.9,19.7
KIC 6233483,FALSE POSITIVE,K03291.01,0,1,1,1,15.8733803,4094.1,136.5
KIC 5392871,FALSE POSITIVE,K03292.01,0,1,1,1,42.3991752,484,36.9
KIC 3858851,FALSE POSITIVE,K03293.01,0,1,1,1,25.95198823,5103.3,125.0
KIC 3858917,FALSE POSITIVE,K03294.01,0,1,1,1,25.9522401,2896.9,90.5
KIC 4466356,FALSE POSITIVE,K03295.01,0,1,1,0,14.12809896,263.1,20.3
KIC 7949593,CANDIDATE,K04759.01,0,0,0,0,17.7662938,181.1,10.1
KIC 9474232,FALSE POSITIVE,K04760.01,0,0,1,1,13.6917833,145.4,14.2
KIC 3859151,FALSE POSITIVE,K04761.01,0,1,1,1,25.95633,158.2,11.9
KIC 7098255,CANDIDATE,K04762.01,0,0,0,0,11.56722589,373.7,11.5
KIC 11456279,FALSE POSITIVE,K03204.01,1,0,0,0,0.572937573,80.8,32.0
KIC 4670361,CANDIDATE,K07700.01,0,0,0,0,631.56889,789,20.7
KIC 5398002,FALSE POSITIVE,K03213.01,0,1,0,0,14.15849823,347.3,225.1
KIC 6680911,FALSE POSITIVE,K04831.01,1,0,0,0,207.471349,229.2,8.0
KIC 10356124,FALSE POSITIVE,K04832.01,1,0,0,0,12.3748247,390.9,85.7
KIC 10584140,CANDIDATE,K04833.01,0,0,0,0,4.31724247,59,11.3
KIC 8233326,CANDIDATE,K04834.01,0,0,0,0,3.74099144,34.3,12.3
KIC 4940203,CANDIDATE,K07711.01,0,0,0,0,302.779824,270.9,12.3
KIC 6286161,FALSE POSITIVE,K03501.01,1,0,0,0,14.541781166,143645,768.9
KIC 5385471,FALSE POSITIVE,K03502.01,1,0,1,1,12.4261177,1230.4,89.9
KIC 6368175,CONFIRMED,K03503.01,0,0,0,0,21.1876185,71.7,8.5
KIC 5471158,FALSE POSITIVE,K03504.01,1,0,1,1,12.42560404,458.9,40.8
KIC 4847843,FALSE POSITIVE,K03505.01,0,1,1,1,30.9604688,460.9,27.1
KIC 5120225,FALSE POSITIVE,K07717.01,0,1,0,0,1.041619932,1840.5,374.1
KIC 9656543,FALSE POSITIVE,K03588.01,0,1,0,0,2.544594443,348777,608.9
KIC 10751515,FALSE POSITIVE,K03589.01,0,1,0,0,56.40651043,102294,1597.3
KIC 3348093,FALSE POSITIVE,K03590.01,0,1,0,0,7.964400574,190903,879.2
KIC 6182846,FALSE POSITIVE,K03591.01,0,1,1,1,6.399101307,83326,154.4
KIC 6442602,FALSE POSITIVE,K07778.01,1,0,0,0,0.56678228,146.8,15.1
KIC 9851126,FALSE POSITIVE,K03592.01,0,1,1,1,8.480303653,81427.9,301.4
KIC 11455428,CONFIRMED,K03365.01,0,0,0,0,22.1270885,418.2,12.6
KIC 10484409,FALSE POSITIVE,K03366.01,0,0,1,0,10.6784787,201,9.4
KIC 10935993,CANDIDATE,K03367.01,0,0,0,0,25.3736543,372.9,10.6
KIC 5257082,CANDIDATE,K03368.01,0,0,0,0,10.08535311,222.5,10.7
KIC 5796185,FALSE POSITIVE,K03369.01,0,1,0,0,42.559265547,207990,950.0
KIC 8628665,CANDIDATE,K03434.01,0,0,0,0,10.2856373,134.9,10.4
KIC 3945802,FALSE POSITIVE,K03435.01,0,0,1,0,24.2157996,322.2,13.6
KIC 6265665,CONFIRMED,K03436.01,0,0,0,0,44.2018402,235.6,18.6
KIC 5881307,CANDIDATE,K07746.01,0,0,0,0,393.95608,482.2,10.3
KIC 4645174,CONFIRMED,K03437.01,0,0,0,0,15.0330623,132.2,14.9
KIC 8719419,FALSE POSITIVE,K03506.01,0,1,0,0,12.62530918,39413,32.5
KIC 9028474,FALSE POSITIVE,K03510.01,0,1,0,0,124.93576738,240899,332.8
KIC 6124137,CANDIDATE,K07764.01,0,0,0,0,227.83457,155.3,13.1
KIC 3644542,FALSE POSITIVE,K03511.01,0,1,0,0,119.67980316,299046,5357.7
KIC 6182849,FALSE POSITIVE,K03512.01,0,1,0,0,6.399107136,376769,4322.4
KIC 9851142,FALSE POSITIVE,K03513.01,0,1,0,1,8.480304281,83114.6,5219.5
KIC 3442054,FALSE POSITIVE,K03593.01,0,1,0,0,117.6813778,45362,2426.9
KIC 4079530,FALSE POSITIVE,K03594.01,0,1,0,0,17.72722648,147144,922.1
KIC 6445531,FALSE POSITIVE,K07779.01,0,0,1,1,1.71024931,98.6,9.4
KIC 10677186,FALSE POSITIVE,K03595.01,0,1,0,0,100.40132734,53781.9,1331.0
KIC 9025914,FALSE POSITIVE,K03596.01,0,1,0,0,11.320287875,243413,1539.9
KIC 9366988,FALSE POSITIVE,K03597.01,0,1,1,0,1.219034103,95697,319.1
KIC 11657614,CONFIRMED,K03370.02,0,0,0,0,5.94228603,250,7.5
KIC 5687986,CANDIDATE,K07735.01,0,0,0,0,382.30306,225.6,9.6
KIC 11125797,CONFIRMED,K03371.02,0,0,0,0,12.25384348,147.7,12.3
KIC 3102000,FALSE POSITIVE,K03373.01,0,1,0,0,57.0599992,66168,751.5
KIC 6599975,CONFIRMED,K03438.01,0,0,0,0,14.5565618,103.8,17.1
KIC 5887316,FALSE POSITIVE,K07747.01,0,0,1,0,0.603086711,1242.8,170.0
KIC 4282191,CONFIRMED,K03439.01,0,0,0,0,41.7084063,330,24.3
KIC 3559860,CONFIRMED,K03440.01,0,0,0,0,33.0257179,507.1,12.2
KIC 10651945,FALSE POSITIVE,K03441.01,0,1,0,0,25.366990665,150581,2206.5
KIC 7117003,FALSE POSITIVE,K03514.01,1,0,0,0,428.32173928,316995,4594.8
KIC 3240159,FALSE POSITIVE,K03515.01,0,1,0,0,82.137609997,210772,3583.1
KIC 6147851,FALSE POSITIVE,K07766.01,0,0,1,0,3.06026014,59.9,10.1
KIC 9658118,FALSE POSITIVE,K03516.01,0,1,0,0,24.0612744,440146,1161.1
KIC 7132542,FALSE POSITIVE,K03517.01,0,1,0,0,66.36099916,416737,1866.7
KIC 8589754,FALSE POSITIVE,K03518.01,0,1,0,0,8.939461148,357832,2427.5
KIC 3757590,FALSE POSITIVE,K03520.01,0,1,0,0,135.58607679,363134,6788.8
KIC 2437149,FALSE POSITIVE,K03598.01,0,1,0,0,18.79862195,380204,551.3
KIC 9715925,FALSE POSITIVE,K03599.01,0,1,0,0,6.30828538,113526,559.2
KIC 9529733,FALSE POSITIVE,K03600.01,0,1,0,0,4.80912667,134093,1033.2
KIC 9613070,FALSE POSITIVE,K03601.01,0,1,0,0,2.33211505,105949,997.8
KIC 10845188,FALSE POSITIVE,K03602.01,0,1,0,0,249.36211832,35830.4,846.1
KIC 5709103,FALSE POSITIVE,K07736.01,0,1,1,0,0.664727127,16.2,7.6
KIC 6705026,CONFIRMED,K03374.01,0,0,0,0,9.5084871,97.9,13.3
KIC 6779726,CONFIRMED,K03375.01,0,0,0,0,47.0563327,762,12.1
KIC 3098843,FALSE POSITIVE,K03376.02,0,0,1,0,179.85022331,,
KIC 5553959,CANDIDATE,K03377.01,0,0,0,0,10.0100312,375.8,12.4
KIC 7288306,CONFIRMED,K03443.01,0,0,0,0,96.169569,894.5,20.0
KIC 5887393,FALSE POSITIVE,K07748.01,0,0,1,0,1.55090374,11.3,11.8
KIC 5384713,CANDIDATE,K03444.01,0,0,0,0,12.67143692,215.8,13.7
KIC 11860395,CONFIRMED,K03445.01,0,0,0,0,82.303914,737,22.3
KIC 5456023,FALSE POSITIVE,K03521.01,0,1,0,0,131.97827736,345935,3766.3
KIC 6187888,FALSE POSITIVE,K07768.01,0,0,1,1,0.789171236,73.4,9.0
KIC 9529744,CONFIRMED,K01806.02,0,0,0,0,17.9346606,142.7,18.8
KIC 12021387,FALSE POSITIVE,K03522.01,0,1,0,0,241.07074582,70291.7,4257.4
KIC 8044608,FALSE POSITIVE,K03523.01,0,1,0,0,106.17593813,164738,7056.8
KIC 8760135,FALSE POSITIVE,K03524.01,0,1,0,0,184.6467208,410274,1113.2
KIC 4073707,FALSE POSITIVE,K03525.01,1,0,0,0,6.282033445,181787,1178.0
KIC 5730394,FALSE POSITIVE,K03603.01,0,1,0,0,5.519188936,217073,2270.6
KIC 6451368,CANDIDATE,K07780.01,0,0,0,0,5.3360574,54.7,7.0
KIC 6956216,FALSE POSITIVE,K03604.01,0,1,0,0,4.818863794,65936.5,2048.7
KIC 6137704,FALSE POSITIVE,K03605.01,0,1,0,0,178.26802035,45753.9,961.4
KIC 10275074,FALSE POSITIVE,K03606.01,0,1,0,0,2.181555909,85406.9,1548.2
KIC 9110346,FALSE POSITIVE,K03607.01,0,1,0,0,0.895276162,319082,932.1
KIC 10259301,FALSE POSITIVE,K03608.01,0,1,0,0,244.83274973,40206,733.5
KIC 2995392,CONFIRMED,K03379.01,0,0,0,0,30.4544418,472.1,17.3
KIC 3120308,FALSE POSITIVE,K03380.01,0,0,1,1,10.26558924,254.6,18.8
KIC 9991621,FALSE POSITIVE,K03382.01,0,0,1,0,18.9257333,188.5,16.2
KIC 8078502,CONFIRMED,K03383.01,0,0,0,0,37.8862977,672.2,14.4
KIC 8644365,CONFIRMED,K03384.02,0,0,0,0,19.9158863,143.2,28.3
KIC 5888187,CANDIDATE,K07749.01,0,0,0,0,133.6348207,420.9,10.8
KIC 2852528,FALSE POSITIVE,K03446.01,0,1,1,1,11.9615433,424.5,12.4
KIC 3348216,CANDIDATE,K03448.01,0,0,0,0,32.510844,361.9,12.6
KIC 10798838,FALSE POSITIVE,K03449.01,0,1,0,0,62.127677128,37430.2,990.3
KIC 8560940,FALSE POSITIVE,K03450.01,0,1,1,1,31.9730649,158.6,15.6
KIC 10793576,CANDIDATE,K03451.01,0,0,0,0,10.90752977,186,11.8
KIC 10292238,FALSE POSITIVE,K03526.01,0,1,0,0,143.1188694,255714,1638.0
KIC 8733497,FALSE POSITIVE,K03527.01,0,1,0,0,76.81985465,229165,2314.5
KIC 4255422,FALSE POSITIVE,K03528.01,0,1,0,0,165.40574995,66402,4958.6
KIC 9837544,FALSE POSITIVE,K03529.01,0,1,0,0,71.661915163,323613,1804.1
KIC 7877824,FALSE POSITIVE,K03530.01,1,0,0,0,9.44942685,488997,1246.3
KIC 6469946,FALSE POSITIVE,K07781.01,0,0,1,0,0.715802309,2208.6,137.7
KIC 6947164,FALSE POSITIVE,K03531.01,0,1,0,0,70.58284717,150931,2424.0
KIC 6233903,FALSE POSITIVE,K03609.01,0,1,0,0,2.995357359,172404,1467.6
KIC 7212066,FALSE POSITIVE,K03610.01,0,1,0,0,3.840485025,31353,259.4
KIC 6675060,FALSE POSITIVE,K03611.01,0,1,0,0,10.443341795,145294,842.1
KIC 5716508,FALSE POSITIVE,K07737.01,1,0,0,0,4.75307877,933,6.4
KIC 10518735,FALSE POSITIVE,K03612.01,0,1,0,0,19.515013291,256442,1018.8
